Category,Rating,Name,URL
News Media,,,http://www.allsides.com
News Media,left-center,ABC News,http://www.allsides.com/news-source/abc-news-bias
News Media,allsides,AllSides,http://www.allsides.com/news-source/allsides-0
News Media,allsides,AllSides Community,http://www.allsides.com/news-source/allsides-community
News Media,left,AlterNet,http://www.allsides.com/news-source/alternet
News Media,right,American Spectator,http://www.allsides.com/news-source/american-spectator
News Media,right,American Thinker,http://www.allsides.com/news-source/american-thinker
News Media,right,Andrew Napolitano,http://www.allsides.com/news-source/andrew-napolitano
News Media,left,Aquinas College Saint,http://www.allsides.com/news-source/aquinas-college-saint
News Media,left,Arkansas Democrat-Gazette,http://www.allsides.com/news-source/arkansas-democrat-gazette
News Media,center,Associated Press,http://www.allsides.com/news-source/associated-press
News Media,center,Association for Psychological Science,http://www.allsides.com/news-source/association-psychological-science
News Media,left-center,Atlanta Journal-Constitution,http://www.allsides.com/news-source/atlanta-journal-constitution
News Media,left-center,Austin American-Statesman,http://www.allsides.com/news-source/austin-american-statesman
News Media,center,Barnstable Patriot,http://www.allsides.com/news-source/barnstable-patriot
News Media,center,BBC News,http://www.allsides.com/news-source/bbc-news-bias
News Media,right,Bearing Drift,http://www.allsides.com/news-source/bearing-drift
News Media,center,Bloomberg,http://www.allsides.com/news-source/bloomberg
News Media,left,Blue Virginia,http://www.allsides.com/news-source/blue-virginia
News Media,left,Boing Boing,http://www.allsides.com/news-source/boing-boing
News Media,left-center,Boston Globe,http://www.allsides.com/news-source/boston-globe
News Media,left-center,Bowling Green Daily News,http://www.allsides.com/news-source/bowling-green-daily-news
News Media,right,Breitbart,http://www.allsides.com/news-source/breitbart
News Media,center,Business Insider,http://www.allsides.com/news-source/business-insider
News Media,left-center,Bustle,http://www.allsides.com/news-source/bustle
News Media,left-center,Buzzfeed,http://www.allsides.com/news-source/buzzfeed
News Media,center,C-SPAN,http://www.allsides.com/news-source/c-span
News Media,center,CalMatters,http://www.allsides.com/news-source/calmatters
News Media,center,CalWatchdog,http://www.allsides.com/news-source/calwatchdog
News Media,left,Care 2,http://www.allsides.com/news-source/care-2
News Media,right,CBN,http://www.allsides.com/news-source/cbn
News Media,left-center,CBS ,http://www.allsides.com/news-source/cbs-news
News Media,right-center,Cent. for Strategic and Budgetary Assessments,http://www.allsides.com/news-source/cent-strategic-and-budgetary-assessments
News Media,center,Center - Major Media Sources,http://www.allsides.com/news-source/center-major-media-sources
News Media,left-center,Center for Public Integrity,http://www.allsides.com/news-source/center-public-integrity
News Media,left-center,Centre View,http://www.allsides.com/news-source/centre-view
News Media,left-center,Chicago Sun-Times,http://www.allsides.com/news-source/chicago-sun-times
News Media,center,Chicago Tribune,http://www.allsides.com/news-source/chicago-tribune
News Media,center,Christian Science Monitor,http://www.allsides.com/news-source/christian-science-monitor
News Media,center,CNBC,http://www.allsides.com/news-source/cnbc
News Media,center,CNN,http://www.allsides.com/news-source/cnn
News Media,right,CNS News,http://www.allsides.com/news-source/cns-news
News Media,right,CNSNews.com,http://www.allsides.com/news-source/cnsnewscom
News Media,center,Cook Report,http://www.allsides.com/news-source/cook-report
News Media,left-center,Counter Currents,http://www.allsides.com/news-source/counter-currents
News Media,allsides,Counterpointing,http://www.allsides.com/news-source/counterpointing
News Media,center,CrowdPAC,http://www.allsides.com/news-source/crowdpac
News Media,center,CU Independent,http://www.allsides.com/news-source/cu-independent
News Media,center,Daily Beast,http://www.allsides.com/news-source/daily-beast
News Media,right-center,Daily Caller,http://www.allsides.com/news-source/daily-caller
News Media,center,Daily Cardinal,http://www.allsides.com/news-source/daily-cardinal
News Media,left,Daily Kos,http://www.allsides.com/news-source/daily-kos
News Media,left-center,Daily Northwestern,http://www.allsides.com/news-source/daily-northwestern
News Media,right-center,Daily Press,http://www.allsides.com/news-source/daily-press
News Media,center,Daily Progress,http://www.allsides.com/news-source/daily-progress
News Media,left-center,Daily Targum,http://www.allsides.com/news-source/daily-targum
News Media,left,Democracy Now,http://www.allsides.com/news-source/democracy-now
News Media,right-center,Deseret News,http://www.allsides.com/news-source/deseret-news
News Media,center,Drudge Report,http://www.allsides.com/news-source/drudge-report
News Media,center,Duke Chronicle,http://www.allsides.com/news-source/duke-chronicle
News Media,left,E J Dionne,http://www.allsides.com/news-source/e-j-dionne
News Media,left,Esquire,http://www.allsides.com/news-source/esquire
News Media,center,Estes Park Trail Gazette,http://www.allsides.com/news-source/estes-park-trail-gazette
News Media,center,Eurek Alert,http://www.allsides.com/news-source/eurek-alert
News Media,center,Fact Checker Blog,http://www.allsides.com/news-source/fact-checker-blog
News Media,center,FactCheck.org,http://www.allsides.com/news-source/factcheckorg
News Media,center,Fair.org,http://www.allsides.com/news-source/fairorg
News Media,left,Falls Church News - Press,http://www.allsides.com/news-source/falls-church-news-press
News Media,right-center,Fiscal Times,http://www.allsides.com/news-source/fiscal-times
News Media,center,FiveThirtyEight,http://www.allsides.com/news-source/fivethirtyeight-0
News Media,center,Forbes,http://www.allsides.com/news-source/forbes
News Media,right,Fox News,http://www.allsides.com/news-source/fox-news
News Media,right,Fox News Latino,http://www.allsides.com/news-source/fox-news-latino
News Media,right,Frank Miniter,http://www.allsides.com/news-source/frank-miniter
News Media,right,FrontPage Magazine,http://www.allsides.com/news-source/frontpage-magazine
News Media,left-center,Grist,http://www.allsides.com/news-source/grist
News Media,center,Hampton Roads Messanger,http://www.allsides.com/news-source/hampton-roads-messanger
News Media,left-center,Harvard Business School,http://www.allsides.com/news-source/harvard-business-school
News Media,left,Herald Democrat,http://www.allsides.com/news-source/herald-democrat-0
News Media,center,Honolulu Civil Beat,http://www.allsides.com/news-source/honolulu-civil-beat
News Media,right-center,HotAir,http://www.allsides.com/news-source/hotair
News Media,center,How Do We Fix It?,http://www.allsides.com/news-source/how-do-we-fix-it
News Media,left,Huffington Post,http://www.allsides.com/news-source/huffington-post
News Media,right-center,Independent Journal Review,http://www.allsides.com/news-source/independent-journal-review
News Media,center,Indiana Daily Student,http://www.allsides.com/news-source/indiana-daily-student
News Media,center,Indy Online,http://www.allsides.com/news-source/indy-online
News Media,left-center,Indy Week,http://www.allsides.com/news-source/indy-week
News Media,right,InfoWars,http://www.allsides.com/news-source/infowars
News Media,center,Inside Philanthropy,http://www.allsides.com/news-source/inside-philanthropy
News Media,right-center,Intellectual Conservative,http://www.allsides.com/news-source/intellectual-conservative
News Media,center,International Business Times,http://www.allsides.com/news-source/international-business-times
News Media,right-center,Investor's Business Daily,http://www.allsides.com/news-source/investors-business-daily
News Media,center,IVN,http://www.allsides.com/news-source/ivn
News Media,center,Journalist's Resource,http://www.allsides.com/news-source/journalists-resource
News Media,right-center,Judicial Watch,http://www.allsides.com/news-source/judicial-watch
News Media,right,KSL,http://www.allsides.com/news-source/ksl
News Media,left-center,Las Vegas Sun,http://www.allsides.com/news-source/las-vegas-sun
News Media,right-center,Leesburg Today,http://www.allsides.com/news-source/leesburg-today
News Media,left,Left - Major Media Sources,http://www.allsides.com/news-source/left-major-publications
News Media,right-center,Live Action News,http://www.allsides.com/news-source/live-action-news
News Media,allsides,Living Room Conversations,http://www.allsides.com/news-source/living-room-conversations
